[<1,7>,[3,10,13],[2,6,13],[2,5,9],[2,4,8,13],[2,4,7,9],[0,1,10,13],[3,11,16,15],[3,11,14,13],[3,10,8,7,9],[3,10,14,16,15],[2,5,7,8,13],[0,1,11,16,15],[2,6,8,7,9],[2,6,14,16,15],[2,4,8,14,16,15],[3,10,6,5,9],[0,1,11,14,13],[3,10,6,4,7,9],[3,10,8,4,5,9],[0,1,10,8,7,9],[0,1,10,14,16,15],[3,11,14,8,7,9],[0,1,10,6,5,9],[3,11,18,24,19,15],[0,1,10,6,4,7,9],[0,1,10,8,4,5,9],[3,12,17,16,15],[2,6,10,11,16,15],[2,4,8,10,11,16,15],[3,11,14,6,5,9]],
[<1,8>,[3,11],[3,10,14],[0,1,11],[2,6,14],[2,4,8,14],[0,1,10,14],[3,12,17],[2,6,10,11],[2,4,8,10,11],[2,5,7,8,14],[3,12,21,18],[3,10,13,15,16],[0,1,12,17],[2,6,13,15,16],[2,5,9,15,16],[2,4,7,9,15,16],[2,4,8,13,15,16],[2,5,9,13,14],[2,4,7,9,13,14],[0,1,12,21,18],[0,1,10,13,15,16],[2,5,7,8,10,11],[2,6,10,12,17],[2,4,8,10,12,17],[2,5,9,13,10,11],[3,12,21,24,19,16],[3,10,8,7,9,15,16],[2,4,7,9,13,10,11],[3,12,22,29,25,18],[2,5,7,8,13,15,16]],
[<1,9>,[3,11,16],[3,10,14,16],[0,1,11,16],[3,10,13,15],[2,6,14,16],[2,6,13,15],[2,4,8,14,16],[2,5,9,15],[2,4,8,13,15],[2,4,7,9,15],[0,1,10,14,16],[0,1,10,13,15],[3,11,18,24,19],[3,11,14,13,15],[3,12,17,16],[2,6,10,11,16],[2,4,8,10,11,16],[3,11,18,24,26,20],[3,10,8,7,9,15],[3,12,21,24,19],[2,5,7,8,14,16],[3,12,21,18,16],[2,5,7,8,13,15],[2,6,8,7,9,15],[3,10,14,18,24,19],[0,1,11,18,24,19],[2,6,14,18,24,19],[0,1,11,14,13,15],[3,10,6,5,9,15],[0,1,12,17,16]],
[<1,10>,[3,12],[3,11,17],[0,1,12],[3,11,18,21],[3,10,14,17],[0,1,11,17],[2,6,14,17],[2,4,8,14,17],[3,10,14,18,21],[0,1,11,18,21],[2,6,14,18,21],[2,6,10,12],[2,4,8,14,18,21],[2,4,8,10,12],[0,1,10,14,17],[2,6,10,11,17],[0,1,10,14,18,21],[2,4,8,10,11,17],[3,11,16,19,24,21],[3,11,18,25,29,22],[2,5,7,8,14,17],[2,6,14,11,12],[2,6,10,11,18,21],[2,4,8,14,11,12],[2,4,8,10,11,18,21],[3,10,13,15,16,17],[2,6,13,15,16,17],[3,11,16,20,26,24,21],[2,5,9,15,16,17],[2,4,7,9,15,16,17]],
[<1,11>,[3,11,18],[3,12,21],[3,10,14,18],[0,1,11,18],[2,6,14,18],[2,4,8,14,18],[3,11,17,21],[0,1,12,21],[0,1,10,14,18],[3,11,16,19,24],[3,12,17,18],[3,10,14,17,21],[0,1,11,17,21],[2,6,10,11,18],[2,6,14,17,21],[2,4,8,10,11,18],[2,4,8,14,17,21],[3,11,16,20,26,24],[2,5,7,8,14,18],[3,12,22,29,25],[3,10,14,16,19,24],[2,6,10,12,21],[3,10,13,15,19,24],[0,1,11,16,19,24],[2,4,8,10,12,21],[3,10,13,15,16,18],[2,6,14,16,19,24],[0,1,12,17,18],[2,6,13,15,19,24],[0,1,10,14,17,21]],
[<1,12>,[3,11,16,19],[3,11,18,24],[3,11,16,20,26],[3,12,21,24],[3,10,14,16,19],[0,1,11,16,19],[3,10,14,18,24],[3,10,13,15,19],[0,1,11,18,24],[2,6,14,16,19],[2,6,14,18,24],[2,6,13,15,19],[2,4,8,14,16,19],[2,5,9,15,19],[2,4,8,14,18,24],[2,4,8,13,15,19],[2,4,7,9,15,19],[3,11,17,21,24],[3,10,14,16,20,26],[0,1,11,16,20,26],[3,10,13,15,20,26],[0,1,12,21,24],[2,6,14,16,20,26],[2,6,13,15,20,26],[2,4,8,14,16,20,26],[2,5,9,15,20,26],[2,4,8,13,15,20,26],[2,4,7,9,15,20,26],[0,1,10,14,16,19],[0,1,10,14,18,24]],
[<1,13>,[3,11,16,20],[3,11,16,19,26],[3,11,18,24,26],[3,10,14,16,20],[0,1,11,16,20],[3,10,13,15,20],[2,6,14,16,20],[2,6,13,15,20],[2,4,8,14,16,20],[2,5,9,15,20],[2,4,8,13,15,20],[2,4,7,9,15,20],[3,12,21,24,26],[3,10,14,16,19,26],[3,10,14,18,24,26],[3,10,13,15,19,26],[0,1,11,16,19,26],[0,1,11,18,24,26],[0,1,10,14,16,20],[2,6,14,16,19,26],[0,1,10,13,15,20],[2,6,14,18,24,26],[2,6,13,15,19,26],[2,4,8,14,16,19,26],[2,5,9,15,19,26],[2,4,8,14,18,24,26],[2,4,7,9,15,19,26],[2,4,8,13,15,19,26],[3,11,18,24,19,20],[3,11,14,13,15,20]],
[<1,14>,[3,12,22],[3,11,18,25,29],[3,11,17,22],[0,1,12,22],[3,12,21,25,29],[3,11,18,21,22],[3,10,14,18,25,29],[0,1,11,18,25,29],[3,10,14,17,22],[2,6,14,18,25,29],[0,1,11,17,22],[2,6,14,17,22],[2,4,8,14,18,25,29],[2,4,8,14,17,22],[3,11,18,25,33,31],[3,11,17,21,25,29],[3,10,14,18,21,22],[0,1,12,21,25,29],[0,1,11,18,21,22],[2,6,14,18,21,22],[2,6,10,12,22],[0,1,10,14,18,25,29],[2,4,8,14,18,21,22],[2,4,8,10,12,22],[0,1,10,14,17,22],[3,12,21,25,33,31],[3,11,16,19,27,32,29],[3,11,18,24,27,32,29],[3,11,16,19,24,25,29],[3,10,14,18,25,33,31]],
[<1,15>,[3,11,18,25],[3,12,22,29],[3,12,21,25],[3,10,14,18,25],[0,1,11,18,25],[2,6,14,18,25],[2,4,8,14,18,25],[3,11,17,22,29],[3,11,17,21,25],[0,1,12,22,29],[0,1,12,21,25],[0,1,10,14,18,25],[3,11,18,21,22,29],[3,12,22,31,33],[3,11,16,19,27,32],[3,11,18,24,27,32],[3,11,16,19,24,25],[3,12,17,18,25],[3,10,14,17,22,29],[3,10,14,17,21,25],[0,1,11,17,22,29],[2,6,10,11,18,25],[0,1,11,17,21,25],[2,6,14,17,22,29],[2,4,8,10,11,18,25],[2,6,14,17,21,25],[2,4,8,14,17,22,29],[2,4,8,14,17,21,25],[3,11,16,20,26,27,32],[3,12,21,24,27,32]],
[<1,16>,[3,11,18,25,32],[3,11,16,19,27],[3,11,18,24,27],[3,12,22,29,32],[3,12,21,25,32],[3,11,16,20,26,27],[3,10,14,18,25,32],[3,11,18,25,33,35],[0,1,11,18,25,32],[3,12,21,24,27],[2,6,14,18,25,32],[3,12,22,31,35],[3,10,14,16,19,27],[3,11,16,20,28,34],[2,4,8,14,18,25,32],[3,10,14,18,24,27],[0,1,11,16,19,27],[3,10,13,15,19,27],[0,1,11,18,24,27],[2,6,14,16,19,27],[2,6,14,18,24,27],[2,6,13,15,19,27],[3,11,17,22,29,32],[2,5,9,15,19,27],[3,11,17,21,25,32],[2,4,8,14,16,19,27],[2,4,8,14,18,24,27],[2,4,7,9,15,19,27],[2,4,8,13,15,19,27],[3,12,22,29,33,35]],
[<1,17>,[3,11,16,20,28],[3,11,18,25,32,34],[3,11,16,19,26,28],[3,10,14,16,20,28],[3,11,18,24,26,28],[3,11,16,19,27,34],[0,1,11,16,20,28],[3,10,13,15,20,28],[3,11,18,24,27,34],[2,6,14,16,20,28],[2,6,13,15,20,28],[2,4,8,14,16,20,28],[2,5,9,15,20,28],[2,4,8,13,15,20,28],[2,4,7,9,15,20,28],[3,12,22,29,32,34],[3,12,21,25,32,34],[3,11,16,20,26,27,34],[3,10,14,18,25,32,34],[3,11,18,25,33,35,34],[3,12,21,24,26,28],[0,1,11,18,25,32,34],[3,12,21,24,27,34],[2,6,14,18,25,32,34],[3,10,14,16,19,26,28],[0,1,11,16,19,26,28],[3,10,14,18,24,26,28],[3,12,22,31,35,34],[3,10,14,16,19,27,34],[2,4,8,14,18,25,32,34]],
[<1,18>,[3,12,23],[3,11,17,23],[0,1,12,23],[3,12,22,30,38],[3,11,18,21,23],[3,10,14,17,23],[0,1,11,17,23],[2,6,14,17,23],[3,11,18,25,33,40,39,38],[2,4,8,14,17,23],[3,11,18,25,29,30,38],[3,11,17,22,30,38],[3,12,22,31,40,39,38],[3,10,14,18,21,23],[0,1,12,22,30,38],[0,1,11,18,21,23],[2,6,14,18,21,23],[2,6,10,12,23],[2,4,8,14,18,21,23],[2,4,8,10,12,23],[3,12,21,25,33,40,39,38],[3,12,22,29,33,40,39,38],[0,1,10,14,17,23],[3,11,18,21,22,30,38],[3,12,21,25,29,30,38],[3,11,18,25,29,31,40,39,38],[3,10,14,18,25,33,40,39,38],[3,11,18,25,32,35,40,39,38],[0,1,11,18,25,33,40,39,38],[3,11,17,22,31,40,39,38]],
[<1,19>,[3,12,22,30],[3,11,18,25,33,40,39],[3,11,18,25,29,30],[3,12,22,31,40,39],[3,11,17,22,30],[0,1,12,22,30],[3,12,21,25,33,40,39],[3,12,22,29,33,40,39],[3,11,18,21,22,30],[3,12,23,38],[3,12,21,25,29,30],[3,10,14,18,25,33,40,39],[3,11,18,25,29,31,40,39],[3,11,18,25,32,35,40,39],[0,1,11,18,25,33,40,39],[3,11,17,22,31,40,39],[3,10,14,18,25,29,30],[2,6,14,18,25,33,40,39],[0,1,11,18,25,29,30],[3,10,14,17,22,30],[0,1,12,22,31,40,39],[2,6,14,18,25,29,30],[2,4,8,14,18,25,33,40,39],[0,1,11,17,22,30],[3,11,16,19,27,35,40,39],[3,11,18,24,27,35,40,39],[2,4,8,14,18,25,29,30],[2,6,14,17,22,30],[2,4,8,14,17,22,30],[3,11,18,25,33,31,30]],
[<1,20>,[3,11,18,25,33,40],[3,12,22,31,40],[3,12,22,29,33,40],[3,12,21,25,33,40],[3,11,18,25,29,31,40],[3,10,14,18,25,33,40],[0,1,11,18,25,33,40],[3,11,18,25,32,35,40],[3,11,17,22,31,40],[3,12,22,30,39],[2,6,14,18,25,33,40],[0,1,12,22,31,40],[2,4,8,14,18,25,33,40],[3,11,16,19,27,35,40],[3,11,18,24,27,35,40],[3,11,17,22,29,33,40],[3,11,17,21,25,33,40],[3,12,21,25,29,31,40],[3,11,18,21,22,31,40],[3,12,22,29,32,35,40],[0,1,12,21,25,33,40],[3,12,21,25,32,35,40],[0,1,12,22,29,33,40],[3,11,18,25,29,30,39],[3,10,14,18,25,29,31,40],[3,11,17,22,30,39],[3,11,18,25,32,36,41,40],[0,1,11,18,25,29,31,40],[3,10,14,18,25,32,35,40],[0,1,10,14,18,25,33,40]],
[<1,21>,[3,11,18,25,33],[3,12,22,31],[3,12,22,29,33],[3,12,21,25,33],[3,11,18,25,29,31],[3,10,14,18,25,33],[0,1,11,18,25,33],[3,11,18,25,32,35],[3,11,17,22,31],[2,6,14,18,25,33],[0,1,12,22,31],[2,4,8,14,18,25,33],[3,11,16,19,27,35],[3,11,18,24,27,35],[3,11,17,22,29,33],[3,11,17,21,25,33],[3,12,21,25,29,31],[3,11,18,21,22,31],[3,12,22,29,32,35],[3,12,21,25,32,35],[0,1,12,21,25,33],[0,1,12,22,29,33],[3,12,22,30,39,40],[3,10,14,18,25,29,31],[3,11,18,25,32,36,41],[0,1,11,18,25,29,31],[3,10,14,18,25,32,35],[0,1,10,14,18,25,33],[3,11,16,20,26,27,35],[3,10,14,17,22,31]],
[<1,22>,[3,11,18,25,33,41],[3,12,22,31,41],[3,11,18,25,32,36],[3,12,22,29,33,41],[3,12,21,25,33,41],[3,11,16,19,27,36],[3,11,18,24,27,36],[3,10,14,18,25,33,41],[3,11,18,25,29,31,41],[0,1,11,18,25,33,41],[3,11,18,25,32,35,41],[3,11,17,22,31,41],[2,6,14,18,25,33,41],[3,12,22,29,32,36],[3,12,21,25,32,36],[0,1,12,22,31,41],[2,4,8,14,18,25,33,41],[3,11,16,19,27,35,41],[3,11,18,24,27,35,41],[3,11,16,20,26,27,36],[3,10,14,18,25,32,36],[3,11,18,25,33,35,36],[0,1,11,18,25,32,36],[3,12,21,24,27,36],[3,11,17,22,29,33,41],[3,11,17,21,25,33,41],[2,6,14,18,25,32,36],[3,11,18,21,22,31,41],[3,12,21,25,29,31,41],[3,12,22,31,35,36]],
[<1,23>,[3,11,16,20,28,37],[3,11,18,25,33,41,42],[3,12,22,31,41,42],[3,11,18,25,32,34,37],[3,11,16,19,26,28,37],[3,11,18,25,32,36,42],[3,11,18,24,26,28,37],[3,11,16,19,27,34,37],[3,10,14,16,20,28,37],[0,1,11,16,20,28,37],[3,11,18,24,27,34,37],[3,10,13,15,20,28,37],[3,12,22,29,33,41,42],[2,6,14,16,20,28,37],[3,12,21,25,33,41,42],[3,11,16,19,27,36,42],[2,6,13,15,20,28,37],[3,11,18,24,27,36,42],[2,4,8,14,16,20,28,37],[2,5,9,15,20,28,37],[2,4,8,13,15,20,28,37],[2,4,7,9,15,20,28,37],[3,11,18,25,29,31,41,42],[3,12,21,25,32,34,37],[3,10,14,18,25,33,41,42],[3,12,22,29,32,34,37],[3,11,18,25,32,35,41,42],[0,1,11,18,25,33,41,42],[3,11,17,22,31,41,42],[2,6,14,18,25,33,41,42]],
[<2,3>,[4],[5,7],[6,8],[2,3,10,8],[6,13,9,7],[5,9,13,8],[2,0,1,10,8],[2,3,11,14,8],[6,14,16,15,9,7],[5,9,15,16,14,8],[2,0,1,11,14,8],[2,3,10,13,9,7],[2,0,1,10,13,9,7],[6,10,11,16,15,9,7],[2,3,11,16,15,9,7],[5,9,15,16,11,10,8],[2,3,11,16,15,13,8],[2,3,12,17,14,8],[2,3,11,14,13,9,7],[2,3,12,21,18,14,8],[6,14,18,24,19,15,9,7],[5,9,15,19,24,18,14,8],[2,3,10,14,16,15,9,7],[2,0,1,11,16,15,9,7],[2,0,1,11,16,15,13,8],[2,0,1,12,17,14,8],[2,0,1,11,14,13,9,7],[6,14,18,24,26,20,15,9,7],[5,9,15,20,26,24,18,14,8],[2,0,1,12,21,18,14,8]],
[<2,4>,[5],[4,7],[6,8,7],[6,13,9],[4,8,13,9],[2,3,10,8,7],[6,14,16,15,9],[4,8,14,16,15,9],[2,3,10,13,9],[2,0,1,10,8,7],[2,3,11,14,8,7],[2,0,1,10,13,9],[6,10,11,16,15,9],[2,3,11,16,15,9],[4,8,10,11,16,15,9],[2,3,11,14,13,9],[2,0,1,11,14,8,7],[6,14,18,24,19,15,9],[4,8,14,18,24,19,15,9],[2,3,10,14,16,15,9],[2,0,1,11,16,15,9],[2,0,1,11,14,13,9],[6,14,18,24,26,20,15,9],[4,8,14,18,24,26,20,15,9],[2,3,11,16,15,13,8,7],[2,3,12,17,14,8,7],[2,0,1,10,14,16,15,9],[6,10,11,18,24,19,15,9],[2,3,11,18,24,19,15,9],[4,8,10,11,18,24,19,15,9]],
[<2,5>,[6,10],[2,3],[4,8,10],[2,0,1],[6,14,11],[4,8,14,11],[5,7,8,10],[5,9,13,10],[4,7,9,13,10],[5,7,8,14,11],[6,13,15,16,11],[6,14,17,12],[5,9,15,16,11],[4,8,13,15,16,11],[4,7,9,15,16,11],[4,8,14,17,12],[5,9,13,14,11],[4,7,9,13,14,11],[6,14,18,21,12],[4,8,14,18,21,12],[5,9,15,16,14,10],[4,7,9,15,16,14,10],[5,7,8,13,15,16,11],[5,7,8,14,17,12],[6,8,7,9,15,16,11],[6,13,15,19,24,18,11],[5,9,15,19,24,18,11],[4,8,13,15,19,24,18,11],[4,7,9,15,19,24,18,11],[6,13,15,16,17,12]],
[<2,6>,[6],[4,8],[5,7,8],[2,3,10],[5,9,13],[4,7,9,13],[2,0,1,10],[2,3,11,14],[5,9,15,16,14],[2,0,1,11,14],[4,7,9,15,16,14],[2,3,11,16,15,13],[5,9,15,16,11,10],[2,3,12,17,14],[4,7,9,15,16,11,10],[2,3,12,21,18,14],[5,9,15,19,24,18,14],[4,7,9,15,19,24,18,14],[2,0,1,11,16,15,13],[2,0,1,12,17,14],[5,9,15,20,26,24,18,14],[4,7,9,15,20,26,24,18,14],[2,0,1,12,21,18,14],[2,3,11,16,15,9,7,8],[2,3,11,18,24,19,15,13],[5,9,15,19,24,18,11,10],[4,7,9,15,19,24,18,11,10],[5,9,15,19,24,21,17,14],[5,9,15,16,17,12,10],[2,3,12,17,16,15,13]],
[<2,7>,[6,13],[5,9],[4,8,13],[4,7,9],[5,7,8,13],[6,8,7,9],[6,14,16,15],[4,8,14,16,15],[2,3,10,13],[2,0,1,10,13],[6,10,11,16,15],[2,3,11,16,15],[4,8,10,11,16,15],[2,3,11,14,13],[5,7,8,14,16,15],[6,14,18,24,19,15],[2,3,10,8,7,9],[4,8,14,18,24,19,15],[2,3,10,14,16,15],[2,0,1,11,16,15],[2,0,1,11,14,13],[6,14,18,24,26,20,15],[4,8,14,18,24,26,20,15],[2,0,1,10,8,7,9],[5,7,8,10,11,16,15],[2,0,1,10,14,16,15],[6,10,11,18,24,19,15],[2,3,11,14,8,7,9],[2,3,11,18,24,19,15],[4,8,10,11,18,24,19,15]],
[<2,8>,[6,14],[4,8,14],[6,10,11],[2,3,11],[4,8,10,11],[5,7,8,14],[6,13,15,16],[2,3,10,14],[2,0,1,11],[5,9,15,16],[4,7,9,15,16],[4,8,13,15,16],[5,9,13,14],[4,7,9,13,14],[5,7,8,10,11],[2,0,1,10,14],[6,10,12,17],[2,3,12,17],[4,8,10,12,17],[5,9,13,10,11],[4,7,9,13,10,11],[5,7,8,13,15,16],[6,8,7,9,15,16],[6,10,12,21,18],[2,3,12,21,18],[4,8,10,12,21,18],[6,13,15,19,24,18],[5,9,15,19,24,18],[2,3,10,13,15,16],[4,8,13,15,19,24,18]],
[<2,9>,[6,14,16],[6,13,15],[4,8,14,16],[5,9,15],[4,8,13,15],[4,7,9,15],[6,10,11,16],[2,3,11,16],[4,8,10,11,16],[5,7,8,14,16],[5,7,8,13,15],[6,8,7,9,15],[6,14,18,24,19],[4,8,14,18,24,19],[2,3,10,14,16],[2,0,1,11,16],[2,3,10,13,15],[5,9,13,14,16],[4,7,9,13,14,16],[6,14,18,24,26,20],[4,8,14,18,24,26,20],[5,7,8,10,11,16],[2,0,1,10,14,16],[2,0,1,10,13,15],[6,10,11,18,24,19],[2,3,11,18,24,19],[4,8,10,11,18,24,19],[6,14,17,21,24,19],[6,10,12,17,16],[2,3,11,14,13,15]],
[<2,10>,[6,14,17],[4,8,14,17],[6,14,18,21],[6,10,12],[2,3,12],[4,8,14,18,21],[4,8,10,12],[6,10,11,17],[2,3,11,17],[4,8,10,11,17],[2,0,1,12],[5,7,8,14,17],[6,14,11,12],[6,10,11,18,21],[2,3,11,18,21],[4,8,14,11,12],[4,8,10,11,18,21],[6,13,15,16,17],[2,3,10,14,17],[2,0,1,11,17],[5,9,15,16,17],[4,7,9,15,16,17],[5,7,8,14,18,21],[5,7,8,10,12],[4,8,13,15,16,17],[5,9,13,14,17],[4,7,9,13,14,17],[6,14,16,19,24,21],[6,14,18,25,29,22],[6,13,15,19,24,21]],
[<2,11>,[6,14,18],[4,8,14,18],[6,10,11,18],[2,3,11,18],[6,14,17,21],[4,8,10,11,18],[4,8,14,17,21],[5,7,8,14,18],[6,10,12,21],[2,3,12,21],[4,8,10,12,21],[6,14,16,19,24],[6,13,15,19,24],[4,8,14,16,19,24],[2,3,10,14,18],[6,13,15,16,18],[5,9,15,19,24],[4,7,9,15,19,24],[4,8,13,15,19,24],[2,0,1,11,18],[5,9,15,16,18],[4,7,9,15,16,18],[4,8,13,15,16,18],[5,9,13,14,18],[4,7,9,13,14,18],[6,10,11,17,21],[6,14,16,20,26,24],[2,3,11,17,21],[6,13,15,20,26,24],[4,8,10,11,17,21]],
[<2,12>,[6,14,16,19],[6,14,18,24],[6,13,15,19],[4,8,14,16,19],[5,9,15,19],[4,8,14,18,24],[4,8,13,15,19],[4,7,9,15,19],[6,14,16,20,26],[6,13,15,20,26],[4,8,14,16,20,26],[5,9,15,20,26],[4,8,13,15,20,26],[4,7,9,15,20,26],[6,10,11,16,19],[2,3,11,16,19],[6,10,11,18,24],[4,8,10,11,16,19],[2,3,11,18,24],[6,14,17,21,24],[4,8,10,11,18,24],[4,8,14,17,21,24],[5,7,8,14,16,19],[5,7,8,14,18,24],[5,7,8,13,15,19],[6,10,11,16,20,26],[6,8,7,9,15,19],[2,3,11,16,20,26],[6,10,12,21,24],[4,8,10,11,16,20,26]],
[<2,13>,[6,14,16,20],[6,13,15,20],[4,8,14,16,20],[5,9,15,20],[4,8,13,15,20],[4,7,9,15,20],[6,14,16,19,26],[6,14,18,24,26],[6,13,15,19,26],[4,8,14,16,19,26],[5,9,15,19,26],[4,8,14,18,24,26],[4,7,9,15,19,26],[4,8,13,15,19,26],[6,10,11,16,20],[2,3,11,16,20],[4,8,10,11,16,20],[5,7,8,14,16,20],[5,7,8,13,15,20],[6,8,7,9,15,20],[6,14,18,24,19,20],[6,10,11,16,19,26],[6,10,11,18,24,26],[2,3,11,16,19,26],[4,8,14,18,24,19,20],[4,8,10,11,16,19,26],[2,3,11,18,24,26],[2,3,10,14,16,20],[6,14,17,21,24,26],[2,0,1,11,16,20]],
[<2,14>,[6,14,18,25,29],[6,14,17,22],[4,8,14,18,25,29],[4,8,14,17,22],[6,14,18,21,22],[6,10,12,22],[2,3,12,22],[4,8,14,18,21,22],[4,8,10,12,22],[6,14,18,25,33,31],[6,10,11,18,25,29],[2,3,11,18,25,29],[6,14,17,21,25,29],[4,8,14,18,25,33,31],[6,10,11,17,22],[4,8,10,11,18,25,29],[2,3,11,17,22],[4,8,14,17,21,25,29],[4,8,10,11,17,22],[2,0,1,12,22],[5,7,8,14,18,25,29],[5,7,8,14,17,22],[6,14,11,12,22],[6,10,11,18,21,22],[6,10,12,21,25,29],[2,3,12,21,25,29],[6,14,16,19,27,32,29],[2,3,11,18,21,22],[4,8,14,11,12,22],[6,13,15,19,27,32,29]],
[<2,15>,[6,14,18,25],[4,8,14,18,25],[6,10,11,18,25],[2,3,11,18,25],[6,14,17,22,29],[4,8,10,11,18,25],[6,14,17,21,25],[4,8,14,17,22,29],[4,8,14,17,21,25],[5,7,8,14,18,25],[6,14,18,21,22,29],[6,10,12,22,29],[6,10,12,21,25],[2,3,12,22,29],[6,14,16,19,27,32],[2,3,12,21,25],[4,8,14,18,21,22,29],[6,13,15,19,27,32],[6,14,18,24,27,32],[4,8,10,12,22,29],[4,8,10,12,21,25],[4,8,14,16,19,27,32],[6,14,16,19,24,25],[5,9,15,19,27,32],[4,7,9,15,19,27,32],[4,8,14,18,24,27,32],[6,13,15,19,24,25],[4,8,13,15,19,27,32],[2,3,10,14,18,25],[6,13,15,16,18,25]],
[<2,16>,[6,14,18,25,32],[4,8,14,18,25,32],[6,14,16,19,27],[6,14,18,24,27],[6,13,15,19,27],[4,8,14,16,19,27],[5,9,15,19,27],[4,8,14,18,24,27],[4,8,13,15,19,27],[4,7,9,15,19,27],[6,14,16,20,26,27],[6,14,18,25,33,35],[6,13,15,20,26,27],[4,8,14,16,20,26,27],[5,9,15,20,26,27],[4,8,14,18,25,33,35],[4,7,9,15,20,26,27],[4,8,13,15,20,26,27],[6,14,16,20,28,34],[6,13,15,20,28,34],[4,8,14,16,20,28,34],[5,9,15,20,28,34],[6,10,11,18,25,32],[4,7,9,15,20,28,34],[4,8,13,15,20,28,34],[2,3,11,18,25,32],[6,14,17,22,29,32],[4,8,10,11,18,25,32],[6,14,17,21,25,32],[4,8,14,17,22,29,32]],
[<2,17>,[6,14,16,20,28],[6,13,15,20,28],[4,8,14,16,20,28],[5,9,15,20,28],[4,8,13,15,20,28],[4,7,9,15,20,28],[6,14,18,25,32,34],[4,8,14,18,25,32,34],[6,14,16,19,26,28],[6,13,15,19,26,28],[6,14,16,19,27,34],[6,14,18,24,26,28],[4,8,14,16,19,26,28],[6,13,15,19,27,34],[5,9,15,19,26,28],[6,14,18,24,27,34],[4,8,13,15,19,26,28],[4,8,14,18,24,26,28],[5,9,15,19,27,34],[4,8,14,16,19,27,34],[4,7,9,15,19,26,28],[4,8,13,15,19,27,34],[4,8,14,18,24,27,34],[4,7,9,15,19,27,34],[6,10,11,16,20,28],[2,3,11,16,20,28],[4,8,10,11,16,20,28],[6,14,16,20,26,27,34],[6,13,15,20,26,27,34],[6,14,18,25,33,35,34]],
[<2,18>,[6,14,17,23],[4,8,14,17,23],[6,14,18,21,23],[6,10,12,23],[2,3,12,23],[4,8,14,18,21,23],[4,8,10,12,23],[6,14,18,25,33,40,39,38],[4,8,14,18,25,33,40,39,38],[6,14,18,25,29,30,38],[6,14,17,22,30,38],[6,10,11,17,23],[4,8,14,18,25,29,30,38],[2,3,11,17,23],[4,8,14,17,22,30,38],[4,8,10,11,17,23],[2,0,1,12,23],[5,7,8,14,17,23],[6,14,18,21,22,30,38],[6,10,11,18,21,23],[6,10,12,22,30,38],[6,14,11,12,23],[2,3,12,22,30,38],[2,3,11,18,21,23],[4,8,14,18,21,22,30,38],[4,8,14,11,12,23],[4,8,10,12,22,30,38],[6,14,18,25,29,31,40,39,38],[4,8,10,11,18,21,23],[6,14,18,25,32,35,40,39,38]],
[<2,19>,[6,14,18,25,33,40,39],[6,14,18,25,29,30],[4,8,14,18,25,33,40,39],[6,14,17,22,30],[4,8,14,18,25,29,30],[4,8,14,17,22,30],[6,14,18,21,22,30],[6,10,12,22,30],[2,3,12,22,30],[6,14,18,25,29,31,40,39],[4,8,10,12,22,30],[4,8,14,18,21,22,30],[6,14,18,25,32,35,40,39],[6,14,17,22,31,40,39],[4,8,14,18,25,29,31,40,39],[4,8,14,18,25,32,35,40,39],[4,8,14,17,22,31,40,39],[6,14,16,19,27,35,40,39],[6,14,18,24,27,35,40,39],[6,13,15,19,27,35,40,39],[4,8,14,16,19,27,35,40,39],[6,10,11,18,25,33,40,39],[5,9,15,19,27,35,40,39],[4,7,9,15,19,27,35,40,39],[4,8,14,18,24,27,35,40,39],[4,8,13,15,19,27,35,40,39],[2,3,11,18,25,33,40,39],[6,14,18,25,33,31,30],[6,10,11,18,25,29,30],[4,8,10,11,18,25,33,40,39]],
[<2,20>,[6,14,18,25,33,40],[4,8,14,18,25,33,40],[6,14,18,25,29,31,40],[6,14,18,25,32,35,40],[6,14,17,22,31,40],[4,8,14,18,25,29,31,40],[4,8,14,18,25,32,35,40],[4,8,14,17,22,31,40],[6,14,16,19,27,35,40],[6,14,18,24,27,35,40],[6,13,15,19,27,35,40],[5,9,15,19,27,35,40],[6,10,11,18,25,33,40],[4,8,14,16,19,27,35,40],[4,8,14,18,24,27,35,40],[4,8,13,15,19,27,35,40],[2,3,11,18,25,33,40],[4,7,9,15,19,27,35,40],[6,14,17,22,29,33,40],[4,8,10,11,18,25,33,40],[6,14,17,21,25,33,40],[4,8,14,17,22,29,33,40],[6,14,18,21,22,31,40],[4,8,14,17,21,25,33,40],[6,10,12,22,31,40],[2,3,12,22,31,40],[6,14,18,25,29,30,39],[4,8,14,18,21,22,31,40],[4,8,10,12,22,31,40],[6,14,18,25,32,36,41,40]],
